,0,1,2
398,1.0734707,0.22294366,0.63373244
399,0.4144779,0.8102191,0.624582
400,1.0428283,0.5105303,0.5973774
401,0.40976518,0.29956877,1.0026311
402,1.010752,0.70960045,1.2398766
403,1.257751,0.54444045,0.8132638
404,1.0934507,0.73702264,0.58228725
405,0.5578734,1.7297173,0.90539205
406,0.7566343,0.8140372,1.0346205
407,1.4441451,0.7252123,0.83153474
408,0.65154034,0.29430854,0.68273073
409,1.5526347,0.50006115,0.18875965
410,0.8640444,2.362757,0.7631572
411,0.73225343,1.1201482,0.6078238
412,0.68216854,0.87607676,1.5353982
413,0.7080517,1.0702713,1.5359238
414,1.2915587,0.5632405,0.6184544
415,1.218867,0.6081429,0.9519932
416,1.1729431,0.7685179,1.2353462
417,0.81168836,0.27181053,0.50797325
418,0.63823915,0.69423586,1.0344652
419,1.0588622,1.2209079,1.5084971
420,1.8744862,0.7154621,1.3171343
421,0.92045695,0.78631663,0.95537066
422,1.7244532,1.6354249,0.0
423,1.5940205,0.7932045,0.0
424,0.4136083,0.71792996,1.3628129
425,1.4397242,0.21072179,0.97624147
426,0.30499375,0.077608734,1.2961329
427,0.77537423,0.6329395,1.5051749
428,0.7115329,1.3634095,1.1483016
429,0.5668508,1.3363023,0.2660489
430,0.65151715,2.0299706,0.9859829
431,0.4716852,0.7354783,0.71391416
432,0.7488306,0.15955067,0.3209874
433,0.62434787,1.241355,0.77505964
434,0.9315925,0.74319553,0.61811215
435,0.9048742,1.3493476,0.5883303
436,0.82383335,0.2917359,0.6446574
437,1.4186566,0.3316695,1.1232913
438,0.84427994,1.0276647,0.9547396
439,0.8760381,0.0,1.0518878
440,1.033964,0.52260584,0.6096112
441,1.2674768,0.8493986,0.77018994
442,0.8687,1.1905572,0.4396904
443,0.6482857,0.1478965,0.92423177
444,1.3057165,0.30871752,0.31112105
445,1.90218,0.36934963,0.6829523
446,1.060737,0.3356082,0.17025855
447,0.5415465,0.35300887,1.2069197
448,0.74802405,1.3542988,0.66536963
449,1.3348024,0.12810826,0.65902144
450,0.70854473,0.5056102,0.77625734
451,1.1958148,0.9273144,1.2123747
452,0.15433982,0.88051337,0.91570425
453,1.3746994,1.5207281,0.4253651
454,1.51361,0.0,1.2722439
455,1.1081817,0.5224823,1.2789024
456,0.515547,0.90878165,0.67034113
457,1.1507559,0.5600933,0.21739739
458,1.0076358,1.294173,1.1668808
459,0.3259915,1.1960351,0.73595166
460,1.0921584,1.336823,1.2233942
461,0.3529093,0.5002765,1.5707827
462,0.3249374,0.90681326,1.5648544
463,1.6688273,0.64723486,0.21996745
464,0.0,0.8219153,1.538571
465,0.36484903,0.8381853,1.9132648
466,1.0460036,0.15303895,0.86533153
467,1.0754697,0.26956335,0.60629624
468,0.73938006,0.23436123,1.0032631
469,0.15397349,1.2820861,1.2577664
470,1.1055163,1.3253341,1.1212702
471,1.8466895,0.4417352,1.4956709
472,0.66677386,0.0,1.0463433
473,0.49809974,1.6365113,1.1969008
474,1.0310451,0.0,0.36995298
475,1.2815628,0.38547775,1.7023656
476,0.8435309,1.2136025,1.3996608
477,1.256593,0.0,0.9924569
478,1.0969563,0.3102487,0.90304947
479,0.32041067,0.6224765,1.0959656
480,1.0140247,1.272881,0.9075705
481,1.5064584,0.89097625,0.41828567
482,0.31264317,0.0,0.6232463
483,0.6422358,1.0827205,0.9255024
484,0.9783741,0.56258976,1.1480036
485,1.290554,0.86190224,0.88148975
486,2.2393608,0.88375396,1.1735563
487,1.1302335,0.48519948,0.63051456
488,0.75891006,0.29444453,1.3470573
489,1.8122728,0.24114414,0.7648187
490,0.92560625,1.5904837,0.858788
491,0.85965997,1.1714818,0.25655535
492,0.22106865,0.29520148,0.4796458
493,0.9036157,0.64404744,1.365039
494,0.9128865,0.5355642,0.79648924
495,0.8785537,0.73454976,1.4736912
496,0.66699964,0.22763975,0.7330209
497,0.8780148,1.6334333,0.8345821
498,1.1042534,0.8979059,0.93127656
499,1.3034818,1.0073591,0.6181163
500,0.3903625,1.5273368,1.022826
501,0.44689208,1.5879157,1.1198165
502,0.49166858,0.0,0.9559748
503,0.44794065,1.0449468,1.2160531
504,0.5319174,1.334835,1.0205741
505,0.5998377,1.0471094,1.1382899
506,0.81632215,0.8459251,1.4259527
507,1.0539683,0.0,0.46973652
508,1.9612379,0.6628658,1.2771844
509,1.4918253,1.1313589,0.74659187
510,0.7326089,0.9887392,0.90154636
511,0.9268255,0.0,1.1388837
512,1.1353769,1.0396258,0.6163994
513,1.1343131,1.4883602,1.445453
514,1.2504977,0.63635767,1.0777335
515,0.4468589,1.4142163,0.68780243
516,0.9629117,0.1613935,1.5055302
517,0.6039014,0.41779298,1.4510087
518,0.2806685,1.7112181,0.91895616
519,0.9559282,0.8253083,0.1789735
520,1.4879599,0.2789851,0.7488216
521,0.6099647,0.47591904,1.9467881
522,0.2375167,1.1244652,1.3030721
523,0.89963806,0.0,0.79936206
524,1.2829282,1.0758026,1.1695961
525,1.7162726,0.71281683,0.8877876
526,0.5406085,0.16648397,0.99654496
527,0.45051146,0.52039135,1.1132419
528,1.2839394,1.0339255,0.15824905
529,1.1423434,1.0101631,0.45569408
530,0.7712911,1.1134415,0.3950042
531,0.8196646,0.39750642,1.476019
532,1.6010982,0.94115245,1.255693
533,0.5573003,0.7361006,0.39315277
534,1.4952807,1.2590725,1.1146472
535,0.27069193,1.0615432,0.5798863
536,1.5377896,0.91993874,1.1538337
537,1.1404744,0.7124572,1.3850849
538,0.93303716,0.7696727,0.7168178
539,0.8714998,0.88575906,0.882228
540,1.3814173,0.11235352,0.5069929
541,1.0378561,0.19814244,0.55213016
542,0.0,0.9142083,0.1165376
543,1.0687903,0.0,0.87574863
544,0.82786226,0.39004993,0.7531805
545,1.6906946,0.63077027,0.3383932
546,1.669142,0.3088221,0.7899635
547,0.7865205,0.97585917,1.243218
548,0.78518665,1.2806075,0.94153774
549,0.0,0.50211954,0.9050722
550,0.5869445,1.6843948,1.068022
551,1.1338832,1.0933018,0.5238004
552,0.7759088,0.5100045,0.5126622
553,0.57517886,0.0,1.3606954
554,1.7031925,0.8827709,0.98744226
555,0.8145064,0.75562537,1.6835439
556,0.24422312,0.0,1.5077277
557,0.5823819,1.435215,0.48354864
558,0.87344515,0.54922414,0.4531775
559,0.5753143,0.596398,0.8317685
560,0.9331739,0.3911097,0.6839336
561,1.2779042,0.965855,0.39033782
562,1.5110387,0.823124,1.4725671
563,1.1847188,1.2962682,1.3582684
564,1.3438463,0.53440046,1.5754044
565,0.83350646,0.23817286,0.36180967
566,1.1335132,1.0936055,1.2021807
567,0.98834395,0.20937437,0.8987961
568,1.3362381,1.8813913,1.4939797
569,0.46572414,1.252521,0.9390681
570,0.5231183,0.0,0.54834425
571,1.5508971,0.778287,1.5191579
572,0.8028186,1.498703,1.4834744
573,0.538209,0.65825945,1.1440347
574,0.5187856,0.48276073,1.0386559
575,1.4070804,0.96117544,0.4341117
576,0.95205754,1.3595333,0.60458744
577,1.3456895,0.7378932,1.4173414
578,0.07435936,0.6270376,0.53639275
579,0.9240354,1.3731105,0.64471227
580,1.3452249,0.8737208,0.69162834
581,1.07529,0.25361505,0.7772518
582,0.87724686,0.87220824,0.74677575
583,1.1302645,1.7711174,0.34051263
584,0.6503651,0.5332805,1.1869278
585,0.90737814,0.0,0.60351723
586,1.4219528,1.0925248,1.3331534
587,0.6303827,0.0,1.0675192
588,0.4248566,0.91229373,0.62082577
589,1.4949152,0.23942244,0.98349154
590,0.9903927,0.23974793,0.4678529
591,1.0669254,1.0944948,0.45226425
592,0.48334777,0.842131,1.1538625
593,0.91479534,0.8226465,1.616275
594,0.73908746,0.7578868,0.32406223
595,0.5970286,0.6402805,0.64221835
596,1.0189005,0.33337274,0.7987344
597,1.3283753,1.396415,0.7497571
598,1.5764267,0.088471994,1.198417
599,1.7466836,1.3921812,0.16371566
600,1.3952452,0.0,0.95025885
601,0.25545794,0.9980837,0.32436287
602,0.44620436,1.2523763,0.14250484
603,0.8203019,0.89214003,0.7011741
604,0.79153556,0.53292966,0.9359106
605,0.0,0.30661374,0.46842313
606,1.6730759,1.1849277,0.6177825
607,1.1511159,0.76931375,1.3766545
608,1.4396131,0.56811917,1.3898337
609,1.521378,0.13677612,1.1623896
610,1.0539634,0.0,0.762417
611,0.32747468,1.4728026,0.19118005
612,1.5665812,0.63586,0.0
613,0.5106547,0.31099617,1.3789338
614,0.12984174,1.2585046,0.47469878
615,1.2047929,1.1683338,0.74731636
616,1.0062239,0.99111724,0.85065866
617,1.0461738,0.488529,1.1475141
618,1.1162062,0.8944612,1.0191067
619,0.33155853,0.6806686,1.1710317
620,1.4528713,0.44997117,0.1267097
621,1.146249,0.2365598,1.4154369
622,0.8176498,1.4345546,0.7724239
623,1.0757031,0.7222788,1.0447382
624,0.6813763,0.0,0.4342556
625,0.7665291,0.24767223,0.33436525
626,1.4655488,0.0,0.75303507
627,0.8137043,0.36158952,1.1158698
628,0.4254255,1.1682107,0.32005435
629,1.3100204,1.6351154,0.40671265
630,0.9452263,1.5425987,0.35791922
631,1.2388344,0.17289457,1.5374134
632,1.5801303,0.8503174,0.16620973
633,0.85893166,0.1934569,1.2294519
634,0.85387564,0.58966005,0.715675
635,1.002887,0.0,0.8512478
636,1.3960435,0.55441177,1.4731402
637,0.46965426,0.839681,1.9309967
638,0.8940181,0.25463322,1.2106464
639,0.48245925,0.47775134,1.0496694
640,1.3320047,0.42892003,0.59089136
641,1.3774438,0.2539069,0.771327
642,0.84032786,0.7683384,0.8801234
643,1.3239522,1.4606519,0.7098659
644,1.1185944,0.3702332,0.95534825
645,0.8096756,1.2328658,1.0262716
646,0.7364641,0.9426867,0.47077483
647,0.7273594,0.4966448,1.0073047
648,1.2040056,0.26533905,0.36374438
649,0.07515293,1.2488444,0.6889639
650,0.9158227,0.30875868,1.2755997
651,0.74343354,0.10757853,1.3372787
652,1.4047025,0.7050144,0.47455257
653,0.24688974,0.64280087,0.4500813
654,1.2290529,1.1212451,0.7811971
655,0.98063505,1.1174705,0.6800802
656,1.0949261,1.266504,1.3431057
657,0.18408361,0.4910087,1.1533822
658,1.9821734,0.5443195,0.39182532
659,1.02832,0.5560075,0.6088354
660,0.0,0.93506074,0.0
661,1.2501482,0.0,1.0061067
662,2.101003,0.22099924,0.0
663,1.3863862,0.43879896,0.9729016
664,0.9379058,0.6595237,0.621545
665,0.6493507,0.60331696,0.7904736
666,0.9037365,0.03007792,0.880432
667,0.0,0.5882896,0.61845493
668,0.17426133,0.0,0.6007396
669,0.7323798,0.43466005,1.3630596
670,0.83908534,1.3072331,0.531693
671,1.2460705,0.87519854,0.34167588
672,0.74310684,1.4301221,0.52578753
673,1.0865505,0.7711524,0.6610239
674,1.5051599,0.34651056,0.22151482
675,1.1665173,0.94234484,0.8422997
676,1.0861067,0.85146934,0.0
677,1.3313494,0.5779617,1.6266233
678,1.6715691,0.69927794,0.974481
679,1.1677,0.0,1.0122497
680,1.2273912,0.17288218,0.5704809
681,1.0647537,1.5861723,1.7124357
682,0.86059517,0.45241162,0.7337426
683,1.2959889,0.4579446,1.0112962
684,0.05260122,0.9055512,0.9726989
685,1.1916436,0.5814946,1.2584072
686,0.026395857,1.3904111,0.7542447
687,0.9569702,1.3920164,1.5883718
688,0.989341,0.6558085,0.9582511
689,0.7848565,1.2156839,0.92692494
690,1.2921445,0.5559777,0.26863405
691,2.1126764,1.1681058,1.0327655
692,1.1232991,0.6303709,1.6123601
693,1.0102012,0.23672974,0.5165375
694,0.25356042,0.9568709,0.14810568
695,1.5514945,0.9917449,0.42927045
696,0.42947108,0.31952143,0.6252583
697,0.9299151,0.8993817,0.9853463
698,0.8642472,1.3528392,1.3790313
699,0.68394405,0.0,0.59756804
700,0.705079,1.4284258,0.6242378
701,1.0248581,1.0662823,0.42153543
702,0.59604585,0.32555717,0.54807913
703,1.4118199,0.45452023,0.49041456
704,0.6061419,0.8891837,1.3787154
705,1.0805978,0.28222013,1.2173823
706,0.70813817,0.94249195,1.204952
707,0.7984648,1.7519686,1.0744836
708,0.64712125,1.0915015,0.6676254
709,0.0,0.40659103,0.0
710,1.4365972,1.0328001,0.6982132
711,0.14791608,0.36332694,1.0904653
712,1.0378013,1.0981781,0.0
713,0.9496975,0.5137571,0.77229995
714,1.8132219,0.4353803,0.0
