,mean_exp_het,uniq_haps,mean_hap_ct,seg_sites,tajD,adj_LD,mat_sum,uniq_snp_pattern_ct,kelly_z
487,0.22209337349397595,26,1.5384615384615385,166,-0.11513079062640486,0.17175898441852824,1560,36,0.19185252927922908
488,0.23686666666666667,30,1.3333333333333333,150,0.12328155202482284,0.14712693476296917,1370,39,0.18381539645734976
489,0.2601630434782609,20,2.0,138,0.4980770303271272,0.36920971168988365,1912,28,0.3687764310281951
490,0.23519230769230764,24,1.6666666666666667,91,0.09511226421983635,0.11717782030776164,672,32,0.1537299785835662
491,0.20192114093959734,26,1.5384615384615385,149,-0.4401124395982319,0.19848250674821086,1393,37,0.19562565498284845
492,0.211421568627451,25,1.6,153,-0.28709479074883093,0.16950227559885617,1158,33,0.1414588394186042
493,0.2516883116883117,25,1.6,77,0.3558644118651655,0.18609668179782923,624,33,0.16142123979729653
494,0.16614361702127664,24,1.6666666666666667,94,-1.0056379305516263,0.15158693942766852,562,31,0.1129209335156964
495,0.3582852564102564,24,1.6666666666666667,156,2.0825289473135444,0.4247146398523777,2092,32,0.4217437410077126
496,0.2825945945945946,21,1.9047619047619047,185,0.8637157116067805,0.35382181965639997,2044,27,0.3306819801777396
497,0.2535891089108911,26,1.5384615384615385,101,0.3893122844132687,0.20336657232484734,926,33,0.2008365442850015
498,0.2429032258064516,18,2.2222222222222223,93,0.2180710484998472,0.1484594993613841,644,24,0.1366054901042889
499,0.2726870078740158,27,1.4814814814814814,127,0.6984217726199357,0.1906282948278701,1161,37,0.20156117115439617
500,0.18053391959798992,25,1.6,199,-0.7887337461547278,0.3531801281582744,2663,37,0.349007044192787
501,0.25330128205128205,30,1.3333333333333333,78,0.38158818575439063,0.16241040372497284,668,34,0.17582948654626016
502,0.25409274193548387,25,1.6,186,0.40252244199366977,0.2745957431667486,1893,39,0.2434615854013477
503,0.22528409090909093,26,1.5384615384615385,88,-0.06263363228772816,0.13742591543322305,558,35,0.11625969645204515
504,0.3271019553072626,25,1.6,179,1.5831207187354042,0.29303565821868155,1993,32,0.2788072998355157
505,0.2984861111111111,24,1.6666666666666667,180,1.120391719101644,0.31556879277118277,2026,34,0.287109414647435
506,0.2851635514018691,24,1.6666666666666667,107,0.8951495901628579,0.3085498584907696,1146,31,0.2694499731849894
507,0.21750984251968505,27,1.4814814814814814,127,-0.18817090098430939,0.21756394161795012,1115,37,0.21975798112331976
508,0.2585782442748092,25,1.6,131,0.47204416971401825,0.1804029575165692,1143,32,0.1896050629859666
509,0.12961914062500005,29,1.3793103448275863,128,-1.6006888610777754,0.22809411013873182,1357,36,0.2149428874979582
510,0.2332402912621359,25,1.6,103,0.06425258003780136,0.1331162606410146,761,33,0.1380851959112602
511,0.2521474358974359,30,1.3333333333333333,156,0.36993608426966124,0.17723893707048968,1328,45,0.1851440986914812
512,0.2571146616541353,24,1.6666666666666667,133,0.44865803018528044,0.21114851339031007,1295,33,0.20173451887161875
513,0.3095378151260504,27,1.4814814814814814,119,1.2886021217064292,0.29567808032155246,1364,35,0.2807944552775822
514,0.15671686746987956,31,1.2903225806451613,83,-1.1513832570232259,0.07646312027201844,462,37,0.09030905138660193
515,0.22440909090909084,20,2.0,110,-0.07704630453097865,0.18459488064316212,940,26,0.1895290725806162
516,0.1613383838383838,25,1.6,99,-1.0838828762158974,0.22412396496704437,734,34,0.1730122061390793
517,0.16060747663551403,33,1.2121212121212122,107,-1.0978890841516258,0.10115755504795658,648,44,0.09448035808244477
518,0.2744629629629629,22,1.8181818181818181,135,0.7279266025386888,0.17514369499650143,1192,33,0.18143943641819715
519,0.21237304687500005,27,1.4814814814814814,128,-0.27075695975841774,0.21713320747478598,1089,37,0.17373364597120994
520,0.13715909090909098,27,1.4814814814814814,110,-1.4741521405733726,0.12654830380420795,676,37,0.11481580902352514
521,0.20106707317073166,24,1.6666666666666667,82,-0.4469052924585129,0.10009599721416866,534,32,0.10670681655410363
522,0.1856850961538462,23,1.7391304347826086,104,-0.6960885519264105,0.16030151155145494,801,30,0.15770100134773035
523,0.2500634057971015,29,1.3793103448275863,138,0.3355039132208121,0.17268634259728338,1211,39,0.18570474663121664
524,0.1471828358208956,26,1.5384615384615385,134,-1.3197407722116172,0.1940112401131086,1226,38,0.20862287824856482
525,0.29126381215469616,30,1.3333333333333333,181,1.0036575773335843,0.2808285565734955,2013,39,0.2945145199795605
